Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset
1,2007-06-01,85,62,74.0,10.0,63,66.0,0.0,9.0,0 days 04:19:00.000000000,0 days 19:20:00.000000000
1,2007-06-02,81,65,73.0,9.0,63,67.0,0.0,8.0,0 days 04:19:00.000000000,0 days 19:20:00.000000000
1,2007-06-03,78,62,70.0,6.0,60,63.0,0.0,5.0,0 days 04:18:00.000000000,0 days 19:21:00.000000000
1,2007-06-04,71,58,65.0,1.0,58,60.0,0.0,0.0,0 days 04:18:00.000000000,0 days 19:22:00.000000000
1,2007-06-05,64,47,56.0,-9.0,48,51.0,9.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000
1,2007-06-06,71,44,58.0,-8.0,48,55.0,7.0,0.0,0 days 04:17:00.000000000,0 days 19:23:00.000000000
1,2007-06-07,91,71,81.0,15.0,62,69.0,0.0,16.0,0 days 04:17:00.000000000,0 days 19:24:00.000000000
1,2007-06-08,81,57,69.0,3.0,53,61.0,0.0,4.0,0 days 04:17:00.000000000,0 days 19:25:00.000000000
1,2007-06-09,79,52,66.0,0.0,47,57.0,0.0,1.0,0 days 04:16:00.000000000,0 days 19:25:00.000000000
1,2007-06-10,81,55,68.0,1.0,51,59.0,0.0,3.0,0 days 04:16:00.000000000,0 days 19:26:00.000000000
1,2007-06-11,86,58,72.0,5.0,52,61.0,0.0,7.0,0 days 04:16:00.000000000,0 days 19:26:00.000000000
1,2007-06-12,83,62,73.0,5.0,50,60.0,0.0,8.0,0 days 04:16:00.000000000,0 days 19:27:00.000000000
1,2007-06-13,87,60,74.0,6.0,53,62.0,0.0,9.0,0 days 04:16:00.000000000,0 days 19:27:00.000000000
1,2007-06-14,89,64,77.0,9.0,55,64.0,0.0,12.0,0 days 04:16:00.000000000,0 days 19:28:00.000000000
1,2007-06-15,91,63,77.0,9.0,56,64.0,0.0,12.0,0 days 04:16:00.000000000,0 days 19:28:00.000000000
1,2007-06-16,93,66,80.0,11.0,60,67.0,0.0,15.0,0 days 04:16:00.000000000,0 days 19:29:00.000000000
1,2007-06-17,91,70,81.0,12.0,64,70.0,0.0,16.0,0 days 04:16:00.000000000,0 days 19:29:00.000000000
1,2007-06-18,89,69,79.0,9.0,65,70.0,0.0,14.0,0 days 04:16:00.000000000,0 days 19:29:00.000000000
1,2007-06-19,80,65,73.0,3.0,55,63.0,0.0,8.0,0 days 04:16:00.000000000,0 days 19:30:00.000000000
1,2007-06-20,84,61,73.0,3.0,52,61.0,0.0,8.0,0 days 04:16:00.000000000,0 days 19:30:00.000000000
1,2007-06-21,77,61,69.0,-1.0,51,60.0,0.0,4.0,0 days 04:16:00.000000000,0 days 19:30:00.000000000
1,2007-06-22,76,61,69.0,-1.0,50,58.0,0.0,4.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000
1,2007-06-23,67,62,65.0,-5.0,58,61.0,0.0,0.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000
1,2007-06-24,77,63,70.0,-1.0,62,65.0,0.0,5.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000
1,2007-06-25,89,65,77.0,6.0,66,70.0,0.0,12.0,0 days 04:17:00.000000000,0 days 19:31:00.000000000
1,2007-06-26,92,70,81.0,10.0,69,72.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000
1,2007-06-27,91,71,81.0,10.0,70,72.0,0.0,16.0,0 days 04:18:00.000000000,0 days 19:31:00.000000000
1,2007-06-28,74,58,66.0,-5.0,55,60.0,0.0,1.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000
1,2007-06-29,70,56,63.0,-8.0,55,59.0,2.0,0.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000
1,2007-06-30,79,54,67.0,-5.0,46,56.0,0.0,2.0,0 days 04:19:00.000000000,0 days 19:31:00.000000000
1,2007-07-01,75,54,65.0,-7.0,52,58.0,0.0,0.0,0 days 04:20:00.000000000,0 days 19:31:00.000000000
1,2007-07-02,79,53,66.0,-6.0,50,58.0,0.0,1.0,0 days 04:20:00.000000000,0 days 19:31:00.000000000
1,2007-07-03,83,60,72.0,0.0,57,63.0,0.0,7.0,0 days 04:21:00.000000000,0 days 19:31:00.000000000
1,2007-07-04,86,67,77.0,5.0,65,69.0,0.0,12.0,0 days 04:22:00.000000000,0 days 19:30:00.000000000
1,2007-07-05,89,71,80.0,8.0,60,67.0,0.0,15.0,0 days 04:22:00.000000000,0 days 19:30:00.000000000
1,2007-07-06,86,66,76.0,4.0,57,64.0,0.0,11.0,0 days 04:23:00.000000000,0 days 19:30:00.000000000
1,2007-07-07,90,64,77.0,5.0,63,69.0,0.0,12.0,0 days 04:23:00.000000000,0 days 19:30:00.000000000
1,2007-07-08,94,75,85.0,12.0,67,72.0,0.0,20.0,0 days 04:24:00.000000000,0 days 19:29:00.000000000
1,2007-07-09,94,70,82.0,9.0,66,70.0,0.0,17.0,0 days 04:25:00.000000000,0 days 19:29:00.000000000
1,2007-07-10,89,69,79.0,6.0,67,70.0,0.0,14.0,0 days 04:25:00.000000000,0 days 19:29:00.000000000
1,2007-07-11,77,62,70.0,-3.0,51,59.0,0.0,5.0,0 days 04:26:00.000000000,0 days 19:28:00.000000000
1,2007-07-12,80,61,71.0,-2.0,51,59.0,0.0,6.0,0 days 04:27:00.000000000,0 days 19:28:00.000000000
1,2007-07-13,78,58,68.0,-5.0,52,58.0,0.0,3.0,0 days 04:28:00.000000000,0 days 19:27:00.000000000
1,2007-07-14,84,61,73.0,0.0,55,62.0,0.0,8.0,0 days 04:28:00.000000000,0 days 19:27:00.000000000
1,2007-07-15,82,60,71.0,-3.0,53,61.0,0.0,6.0,0 days 04:29:00.000000000,0 days 19:26:00.000000000
1,2007-07-16,82,65,74.0,0.0,60,65.0,0.0,9.0,0 days 04:30:00.000000000,0 days 19:25:00.000000000
1,2007-07-17,83,68,76.0,2.0,66,69.0,0.0,11.0,0 days 04:31:00.000000000,0 days 19:25:00.000000000
1,2007-07-18,85,69,77.0,3.0,68,71.0,0.0,12.0,0 days 04:32:00.000000000,0 days 19:24:00.000000000
1,2007-07-19,83,63,73.0,-1.0,63,66.0,0.0,8.0,0 days 04:33:00.000000000,0 days 19:23:00.000000000
1,2007-07-20,75,58,67.0,-7.0,53,59.0,0.0,2.0,0 days 04:33:00.000000000,0 days 19:23:00.000000000
1,2007-07-21,74,58,66.0,-8.0,52,58.0,0.0,1.0,0 days 04:34:00.000000000,0 days 19:22:00.000000000
1,2007-07-22,81,58,70.0,-4.0,55,61.0,0.0,5.0,0 days 04:35:00.000000000,0 days 19:21:00.000000000
1,2007-07-23,83,60,72.0,-2.0,55,63.0,0.0,7.0,0 days 04:36:00.000000000,0 days 19:20:00.000000000
1,2007-07-24,82,65,74.0,0.0,58,64.0,0.0,9.0,0 days 04:37:00.000000000,0 days 19:19:00.000000000
1,2007-07-25,85,71,78.0,4.0,61,67.0,0.0,13.0,0 days 04:38:00.000000000,0 days 19:18:00.000000000
1,2007-07-26,83,66,75.0,1.0,65,68.0,0.0,10.0,0 days 04:39:00.000000000,0 days 19:18:00.000000000
1,2007-07-27,83,70,77.0,3.0,68,70.0,0.0,12.0,0 days 04:40:00.000000000,0 days 19:17:00.000000000
1,2007-07-28,80,66,73.0,-1.0,65,68.0,0.0,8.0,0 days 04:41:00.000000000,0 days 19:16:00.000000000
1,2007-07-29,85,63,74.0,0.0,57,64.0,0.0,9.0,0 days 04:42:00.000000000,0 days 19:15:00.000000000
1,2007-07-30,89,62,76.0,2.0,55,64.0,0.0,11.0,0 days 04:43:00.000000000,0 days 19:14:00.000000000
1,2007-07-31,91,68,80.0,6.0,61,68.0,0.0,15.0,0 days 04:44:00.000000000,0 days 19:13:00.000000000
1,2007-08-01,92,69,81.0,8.0,62,69.0,0.0,16.0,0 days 04:45:00.000000000,0 days 19:11:00.000000000
1,2007-08-02,91,70,81.0,8.0,66,71.0,0.0,16.0,0 days 04:46:00.000000000,0 days 19:10:00.000000000
1,2007-08-03,90,69,80.0,7.0,56,66.0,0.0,15.0,0 days 04:47:00.000000000,0 days 19:09:00.000000000
1,2007-08-04,81,64,73.0,0.0,58,64.0,0.0,8.0,0 days 04:48:00.000000000,0 days 19:08:00.000000000
1,2007-08-05,88,67,78.0,5.0,71,73.0,0.0,13.0,0 days 04:49:00.000000000,0 days 19:07:00.000000000
1,2007-08-06,88,74,81.0,8.0,72,74.0,0.0,16.0,0 days 04:50:00.000000000,0 days 19:06:00.000000000
1,2007-08-07,91,72,82.0,9.0,73,76.0,0.0,17.0,0 days 04:51:00.000000000,0 days 19:04:00.000000000
1,2007-08-08,87,73,80.0,7.0,71,73.0,0.0,15.0,0 days 04:52:00.000000000,0 days 19:03:00.000000000
1,2007-08-09,84,72,78.0,5.0,71,73.0,0.0,13.0,0 days 04:53:00.000000000,0 days 19:02:00.000000000
1,2007-08-10,86,70,78.0,5.0,68,72.0,0.0,13.0,0 days 04:54:00.000000000,0 days 19:00:00.000000000
1,2007-08-11,89,67,78.0,5.0,65,70.0,0.0,13.0,0 days 04:55:00.000000000,0 days 18:59:00.000000000
1,2007-08-12,88,67,78.0,5.0,67,71.0,0.0,13.0,0 days 04:56:00.000000000,0 days 18:58:00.000000000
1,2007-08-13,81,65,73.0,0.0,57,64.0,0.0,8.0,0 days 04:57:00.000000000,0 days 18:56:00.000000000
1,2007-08-14,84,65,75.0,3.0,67,70.0,0.0,10.0,0 days 04:58:00.000000000,0 days 18:55:00.000000000
1,2007-08-15,80,71,76.0,4.0,67,70.0,0.0,11.0,0 days 04:59:00.000000000,0 days 18:54:00.000000000
1,2007-08-16,77,65,71.0,-1.0,64,67.0,0.0,6.0,0 days 05:00:00.000000000,0 days 18:52:00.000000000
1,2007-08-17,79,60,70.0,-2.0,54,61.0,0.0,5.0,0 days 05:01:00.000000000,0 days 18:51:00.000000000
1,2007-08-18,68,59,64.0,-8.0,54,58.0,1.0,0.0,0 days 05:02:00.000000000,0 days 18:49:00.000000000
1,2007-08-19,68,62,65.0,-6.0,62,64.0,0.0,0.0,0 days 05:03:00.000000000,0 days 18:48:00.000000000
1,2007-08-20,78,68,73.0,2.0,68,69.0,0.0,8.0,0 days 05:04:00.000000000,0 days 18:46:00.000000000
1,2007-08-21,87,69,78.0,7.0,70,72.0,0.0,13.0,0 days 05:05:00.000000000,0 days 18:45:00.000000000
1,2007-08-22,90,69,80.0,9.0,71,73.0,0.0,15.0,0 days 05:06:00.000000000,0 days 18:43:00.000000000
1,2007-08-23,87,69,78.0,7.0,69,71.0,0.0,13.0,0 days 05:08:00.000000000,0 days 18:42:00.000000000
1,2007-08-24,80,69,75.0,4.0,67,69.0,0.0,10.0,0 days 05:09:00.000000000,0 days 18:40:00.000000000
1,2007-08-25,79,64,72.0,2.0,63,66.0,0.0,7.0,0 days 05:10:00.000000000,0 days 18:39:00.000000000
1,2007-08-26,79,60,70.0,0.0,55,61.0,0.0,5.0,0 days 05:11:00.000000000,0 days 18:37:00.000000000
1,2007-08-27,79,60,70.0,0.0,60,64.0,0.0,5.0,0 days 05:12:00.000000000,0 days 18:35:00.000000000
1,2007-08-28,91,67,79.0,9.0,66,70.0,0.0,14.0,0 days 05:13:00.000000000,0 days 18:34:00.000000000
1,2007-08-29,85,68,77.0,7.0,65,69.0,0.0,12.0,0 days 05:14:00.000000000,0 days 18:32:00.000000000
1,2007-08-30,75,57,66.0,-4.0,54,60.0,0.0,1.0,0 days 05:15:00.000000000,0 days 18:31:00.000000000
1,2007-08-31,77,57,67.0,-2.0,52,59.0,0.0,2.0,0 days 05:16:00.000000000,0 days 18:29:00.000000000
1,2007-09-01,81,57,69.0,1.0,55,61.0,0.0,4.0,0 days 05:17:00.000000000,0 days 18:27:00.000000000
1,2007-09-02,85,61,73.0,5.0,57,63.0,0.0,8.0,0 days 05:18:00.000000000,0 days 18:26:00.000000000
1,2007-09-03,88,66,77.0,9.0,61,67.0,0.0,12.0,0 days 05:19:00.000000000,0 days 18:24:00.000000000
1,2007-09-04,89,63,76.0,8.0,60,66.0,0.0,11.0,0 days 05:20:00.000000000,0 days 18:22:00.000000000
1,2007-09-05,90,66,78.0,11.0,63,69.0,0.0,13.0,0 days 05:21:00.000000000,0 days 18:21:00.000000000
1,2007-09-06,82,73,78.0,11.0,67,70.0,0.0,13.0,0 days 05:22:00.000000000,0 days 18:19:00.000000000
1,2007-09-07,84,70,77.0,10.0,68,70.0,0.0,12.0,0 days 05:23:00.000000000,0 days 18:17:00.000000000
1,2007-09-08,78,64,71.0,5.0,57,63.0,0.0,6.0,0 days 05:24:00.000000000,0 days 18:15:00.000000000
1,2007-09-09,80,63,72.0,6.0,59,63.0,0.0,7.0,0 days 05:25:00.000000000,0 days 18:14:00.000000000
1,2007-09-10,74,54,64.0,-2.0,58,60.0,1.0,0.0,0 days 05:26:00.000000000,0 days 18:12:00.000000000
1,2007-09-11,71,50,61.0,-4.0,44,52.0,4.0,0.0,0 days 05:27:00.000000000,0 days 18:10:00.000000000
1,2007-09-12,67,46,57.0,-8.0,42,49.0,8.0,0.0,0 days 05:28:00.000000000,0 days 18:09:00.000000000
1,2007-09-13,78,50,64.0,-1.0,45,54.0,1.0,0.0,0 days 05:29:00.000000000,0 days 18:07:00.000000000
1,2007-09-14,66,45,56.0,-8.0,39,48.0,9.0,0.0,0 days 05:30:00.000000000,0 days 18:05:00.000000000
1,2007-09-15,61,39,50.0,-14.0,33,43.0,15.0,0.0,0 days 05:31:00.000000000,0 days 18:03:00.000000000
1,2007-09-16,71,44,58.0,-6.0,40,49.0,7.0,0.0,0 days 05:32:00.000000000,0 days 18:00:00.000000000
1,2007-09-17,80,52,66.0,2.0,49,57.0,0.0,1.0,0 days 05:33:00.000000000,0 days 17:58:00.000000000
1,2007-09-18,88,63,76.0,12.0,58,65.0,0.0,11.0,0 days 05:35:00.000000000,0 days 17:56:00.000000000
1,2007-09-19,84,65,75.0,12.0,59,65.0,0.0,10.0,0 days 05:36:00.000000000,0 days 17:55:00.000000000
1,2007-09-20,78,60,69.0,7.0,59,63.0,0.0,4.0,0 days 05:37:00.000000000,0 days 17:53:00.000000000
1,2007-09-21,88,64,76.0,14.0,59,66.0,0.0,11.0,0 days 05:38:00.000000000,0 days 17:51:00.000000000
1,2007-09-22,74,51,63.0,1.0,43,53.0,2.0,0.0,0 days 05:39:00.000000000,0 days 17:49:00.000000000
1,2007-09-23,84,50,67.0,6.0,50,58.0,0.0,2.0,0 days 05:40:00.000000000,0 days 17:48:00.000000000
1,2007-09-24,90,68,79.0,18.0,63,68.0,0.0,14.0,0 days 05:41:00.000000000,0 days 17:46:00.000000000
1,2007-09-25,85,63,74.0,13.0,65,69.0,0.0,9.0,0 days 05:42:00.000000000,0 days 17:44:00.000000000
1,2007-09-26,69,53,61.0,1.0,50,55.0,4.0,0.0,0 days 05:43:00.000000000,0 days 17:42:00.000000000
1,2007-09-27,75,49,62.0,2.0,49,55.0,3.0,0.0,0 days 05:44:00.000000000,0 days 17:41:00.000000000
1,2007-09-28,73,53,63.0,4.0,46,53.0,2.0,0.0,0 days 05:45:00.000000000,0 days 17:39:00.000000000
1,2007-09-29,80,50,65.0,6.0,46,55.0,0.0,0.0,0 days 05:46:00.000000000,0 days 17:37:00.000000000
1,2007-09-30,83,59,71.0,12.0,49,59.0,0.0,6.0,0 days 05:47:00.000000000,0 days 17:35:00.000000000
1,2007-10-01,69,59,64.0,6.0,59,61.0,1.0,0.0,0 days 05:48:00.000000000,0 days 17:34:00.000000000
1,2007-10-02,78,57,68.0,10.0,59,63.0,0.0,3.0,0 days 05:49:00.000000000,0 days 17:32:00.000000000
1,2007-10-03,74,55,65.0,8.0,48,56.0,0.0,0.0,0 days 05:50:00.000000000,0 days 17:30:00.000000000
1,2007-10-04,82,51,67.0,10.0,56,61.0,0.0,2.0,0 days 05:52:00.000000000,0 days 17:29:00.000000000
1,2007-10-05,84,62,73.0,16.0,65,68.0,0.0,8.0,0 days 05:53:00.000000000,0 days 17:27:00.000000000
1,2007-10-06,87,69,78.0,22.0,67,70.0,0.0,13.0,0 days 05:54:00.000000000,0 days 17:25:00.000000000
1,2007-10-07,87,67,77.0,21.0,66,70.0,0.0,12.0,0 days 05:55:00.000000000,0 days 17:24:00.000000000
1,2007-10-08,87,60,74.0,18.0,61,66.0,0.0,9.0,0 days 05:56:00.000000000,0 days 17:22:00.000000000
1,2007-10-09,76,49,63.0,8.0,44,53.0,2.0,0.0,0 days 05:57:00.000000000,0 days 17:20:00.000000000
1,2007-10-10,54,47,51.0,-4.0,38,44.0,14.0,0.0,0 days 05:58:00.000000000,0 days 17:19:00.000000000
1,2007-10-11,54,46,50.0,-4.0,39,45.0,15.0,0.0,0 days 05:59:00.000000000,0 days 17:17:00.000000000
1,2007-10-12,56,41,49.0,-5.0,35,43.0,16.0,0.0,0 days 06:00:00.000000000,0 days 17:15:00.000000000
1,2007-10-13,59,40,50.0,-3.0,41,47.0,15.0,0.0,0 days 06:02:00.000000000,0 days 17:14:00.000000000
1,2007-10-14,61,53,57.0,4.0,49,53.0,8.0,0.0,0 days 06:03:00.000000000,0 days 17:12:00.000000000
1,2007-10-15,74,51,63.0,10.0,52,57.0,2.0,0.0,0 days 06:04:00.000000000,0 days 17:11:00.000000000
1,2007-10-16,67,52,60.0,8.0,54,57.0,5.0,0.0,0 days 06:05:00.000000000,0 days 17:09:00.000000000
1,2007-10-17,72,47,60.0,8.0,53,57.0,5.0,0.0,0 days 06:06:00.000000000,0 days 17:07:00.000000000
1,2007-10-18,78,59,69.0,18.0,56,61.0,0.0,4.0,0 days 06:07:00.000000000,0 days 17:06:00.000000000
1,2007-10-19,60,52,56.0,5.0,48,52.0,9.0,0.0,0 days 06:08:00.000000000,0 days 17:04:00.000000000
1,2007-10-20,73,47,60.0,10.0,43,52.0,5.0,0.0,0 days 06:10:00.000000000,0 days 17:03:00.000000000
1,2007-10-21,80,60,70.0,20.0,47,57.0,0.0,5.0,0 days 06:11:00.000000000,0 days 17:01:00.000000000
1,2007-10-22,67,46,57.0,7.0,47,50.0,8.0,0.0,0 days 06:12:00.000000000,0 days 17:00:00.000000000
1,2007-10-23,58,43,51.0,2.0,36,44.0,14.0,0.0,0 days 06:13:00.000000000,0 days 16:58:00.000000000
1,2007-10-24,55,43,49.0,0.0,35,42.0,16.0,0.0,0 days 06:14:00.000000000,0 days 16:57:00.000000000
1,2007-10-25,55,45,50.0,2.0,39,46.0,15.0,0.0,0 days 06:16:00.000000000,0 days 16:56:00.000000000
1,2007-10-26,65,53,59.0,11.0,48,52.0,6.0,0.0,0 days 06:17:00.000000000,0 days 16:54:00.000000000
1,2007-10-27,55,37,46.0,-2.0,38,45.0,19.0,0.0,0 days 06:18:00.000000000,0 days 16:53:00.000000000
1,2007-10-28,56,34,45.0,-2.0,30,39.0,20.0,0.0,0 days 06:19:00.000000000,0 days 16:51:00.000000000
1,2007-10-29,61,39,50.0,3.0,32,42.0,15.0,0.0,0 days 06:20:00.000000000,0 days 16:50:00.000000000
1,2007-10-30,66,41,54.0,8.0,38,46.0,11.0,0.0,0 days 06:22:00.000000000,0 days 16:49:00.000000000
1,2007-10-31,62,41,52.0,6.0,37,46.0,13.0,0.0,0 days 06:23:00.000000000,0 days 16:47:00.000000000
1,2008-05-01,74,48,61.0,8.0,51,56.0,4.0,0.0,0 days 04:48:00.000000000,0 days 18:49:00.000000000
1,2008-05-02,74,51,63.0,9.0,55,58.0,2.0,0.0,0 days 04:47:00.000000000,0 days 18:50:00.000000000
1,2008-05-03,56,43,50.0,-4.0,41,46.0,15.0,0.0,0 days 04:46:00.000000000,0 days 18:51:00.000000000
1,2008-05-04,65,38,52.0,-2.0,34,45.0,13.0,0.0,0 days 04:44:00.000000000,0 days 18:52:00.000000000
1,2008-05-05,75,50,63.0,8.0,38,50.0,2.0,0.0,0 days 04:43:00.000000000,0 days 18:53:00.000000000
1,2008-05-06,81,46,64.0,9.0,44,55.0,1.0,0.0,0 days 04:42:00.000000000,0 days 18:55:00.000000000
1,2008-05-07,70,49,60.0,5.0,52,56.0,5.0,0.0,0 days 04:41:00.000000000,0 days 18:56:00.000000000
1,2008-05-08,59,45,52.0,-4.0,35,44.0,13.0,0.0,0 days 04:39:00.000000000,0 days 18:57:00.000000000
1,2008-05-09,58,41,50.0,-6.0,34,43.0,15.0,0.0,0 days 04:38:00.000000000,0 days 18:58:00.000000000
1,2008-05-10,61,38,50.0,-6.0,37,45.0,15.0,0.0,0 days 04:37:00.000000000,0 days 18:59:00.000000000
1,2008-05-11,58,46,52.0,-5.0,43,47.0,13.0,0.0,0 days 04:36:00.000000000,0 days 19:00:00.000000000
1,2008-05-12,56,40,48.0,-9.0,38,43.0,17.0,0.0,0 days 04:35:00.000000000,0 days 19:01:00.000000000
1,2008-05-13,73,40,57.0,-1.0,45,51.0,8.0,0.0,0 days 04:34:00.000000000,0 days 19:02:00.000000000
1,2008-05-14,64,45,55.0,-3.0,48,52.0,10.0,0.0,0 days 04:33:00.000000000,0 days 19:03:00.000000000
1,2008-05-15,57,43,50.0,-8.0,37,45.0,15.0,0.0,0 days 04:32:00.000000000,0 days 19:04:00.000000000
1,2008-05-16,73,40,57.0,-2.0,41,50.0,8.0,0.0,0 days 04:31:00.000000000,0 days 19:05:00.000000000
1,2008-05-17,73,52,63.0,4.0,41,52.0,2.0,0.0,0 days 04:30:00.000000000,0 days 19:06:00.000000000
1,2008-05-18,55,44,50.0,-10.0,39,45.0,15.0,0.0,0 days 04:29:00.000000000,0 days 19:07:00.000000000
1,2008-05-19,60,40,50.0,-10.0,33,43.0,15.0,0.0,0 days 04:28:00.000000000,0 days 19:08:00.000000000
1,2008-05-20,66,47,57.0,-4.0,37,47.0,8.0,0.0,0 days 04:27:00.000000000,0 days 19:09:00.000000000
1,2008-05-21,66,41,54.0,-7.0,36,46.0,11.0,0.0,0 days 04:26:00.000000000,0 days 19:10:00.000000000
1,2008-05-22,59,45,52.0,-9.0,38,45.0,13.0,0.0,0 days 04:25:00.000000000,0 days 19:11:00.000000000
1,2008-05-23,57,46,52.0,-9.0,39,45.0,13.0,0.0,0 days 04:25:00.000000000,0 days 19:12:00.000000000
1,2008-05-24,67,40,54.0,-8.0,40,48.0,11.0,0.0,0 days 04:24:00.000000000,0 days 19:13:00.000000000
1,2008-05-25,78,44,61.0,-1.0,50,57.0,4.0,0.0,0 days 04:23:00.000000000,0 days 19:14:00.000000000
1,2008-05-26,81,47,64.0,2.0,60,64.0,1.0,0.0,0 days 04:22:00.000000000,0 days 19:15:00.000000000
1,2008-05-27,50,42,46.0,-16.0,35,42.0,19.0,0.0,0 days 04:22:00.000000000,0 days 19:16:00.000000000
1,2008-05-28,62,43,53.0,-10.0,32,43.0,12.0,0.0,0 days 04:21:00.000000000,0 days 19:16:00.000000000
1,2008-05-29,67,42,55.0,-9.0,37,47.0,10.0,0.0,0 days 04:21:00.000000000,0 days 19:17:00.000000000
1,2008-05-30,77,55,66.0,2.0,59,62.0,0.0,1.0,0 days 04:20:00.000000000,0 days 19:18:00.000000000
1,2008-05-31,79,59,69.0,5.0,56,62.0,0.0,4.0,0 days 04:20:00.000000000,0 days 19:19:00.000000000
1,2008-06-01,74,53,64.0,0.0,47,55.0,1.0,0.0,0 days 04:19:00.000000000,0 days 19:20:00.000000000
1,2008-06-02,86,56,71.0,7.0,52,60.0,0.0,6.0,0 days 04:19:00.000000000,0 days 19:20:00.000000000
1,2008-06-03,69,55,62.0,-2.0,55,57.0,3.0,0.0,0 days 04:18:00.000000000,0 days 19:21:00.000000000
1,2008-06-04,78,54,66.0,2.0,59,61.0,0.0,1.0,0 days 04:18:00.000000000,0 days 19:22:00.000000000
